ECHO_ID,event_short,Task Age Window,Responsible Staff,Responsibility Start,Last Observed,Assignment Source
MGV078-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
MGW204-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
MJX352-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
MJZ709-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
MJZ709-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
MLG277-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
MLG277-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
MLG277-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
MMJ680-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
MMJ680-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
MMJ680-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
MMQ065-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
MMQ065-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
MMQ065-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
MMV961-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
MMV961-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
MNR068-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
MNR068-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
MVK292-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
MVK292-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
MXD932-01-A,Caregiver Survey,not_applicable,Cassie,2026-09-15,2026-09-22,Ripple tag
MXD932-01-A,ECHO 2 Re-Consent,not_applicable,Cassie,2026-09-15,2026-09-22,Ripple tag
MXD932-01-A,IPA Scheduled,not_applicable,Cassie,2026-09-15,2026-09-22,Ripple tag
MZB982-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
MZB982-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
MZB982-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
NBF593-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
NBF593-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
NBF593-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
NCD314-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
NCD314-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
NCG882-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
NCG882-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
NCS144-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
NDG495-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
NDG495-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
NDP128-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
NDP128-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
NGV392-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
NJW296-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
NJW296-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
NJW296-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
NKQ202-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
NKQ202-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
NKQ202-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
NPM662-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
NPM662-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
NPM662-01-A,ECHO 2 v3.01 Postnatal Consent,not_applicable,Jody,2026-09-15,2026-09-22,Ripple tag
NQW810-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
NSQ870-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
NSQ870-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
NWN510-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
Needs 3.01 Consent for ECHO Registration,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
Needs 3.01 Consent to register,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
PCF029-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
PCF029-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
PCF029-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
PFJ108-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
PFJ108-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
PFJ108-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
PGM615-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
PGM615-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
PGR160-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
PHM086-01-A,Caregiver Survey,not_applicable,Cassie,2026-09-15,2026-09-22,Ripple tag
PHM086-01-A,ECHO 2 Re-Consent,not_applicable,Cassie,2026-09-15,2026-09-22,Ripple tag
PHM086-01-A,IPA Scheduled,not_applicable,Cassie,2026-09-15,2026-09-22,Ripple tag
PHN877-02-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
PHN877-02-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
PJV818-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
PJV818-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
PJV818-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
PLD055-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
PLD055-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
PLT854-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
PLT854-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
PLT854-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
PPF902-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
PPF902-01-B,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
PSQ576-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
PSQ576-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
PTG182-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
PTL466-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
PTL466-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
PVP473-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
PVP473-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
PWK021-01-A,Caregiver Survey,24_35_month,Cassie,2026-09-15,2026-09-22,Ripple tag
PWK021-01-A,IPA Scheduled,24_35_month,Cassie,2026-09-15,2026-09-22,Ripple tag
PZJ271-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
PZP220-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
PZP220-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
PZP220-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
QDZ468-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
QHF620-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
QHF620-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
QHL554-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
QHL554-01-A,ECHO 2 Re-Consent,not_applicable,Anna,2026-09-15,2026-09-22,Age-window fallback
QHL554-01-A,ECHO 2 v3.01 Postnatal Consent,not_applicable,Anna,2026-09-15,2026-09-22,Age-window fallback
QHS933-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
QHS933-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
QHS933-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
QJL577-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
QJL577-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
QQL383-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
QQL383-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
QRK467-02-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
QST675-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
QTD282-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
QTD282-01-B,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
QVW747-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
QVW747-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
RDC147-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
RDC147-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
RDK869-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
RDK869-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
RDK869-01-A,ECHO 2 v3.01 Postnatal Consent,not_applicable,Jody,2026-09-15,2026-09-22,Ripple tag
RDL710-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
RDL710-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
RDL710-01-A,ECHO 2 v3.01 Postnatal Consent,not_applicable,Jody,2026-09-15,2026-09-22,Ripple tag
RGP420-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
RGP420-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
RGP420-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
RMH180-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
RMH180-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
RRB727-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
RRB727-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
RSZ202-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
RZR609-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
RZR609-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
RZR609-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
RZS580-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
RZS580-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
RZV201-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
RZV201-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
RZY993-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
RZY993-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
RZY993-01-A,ECHO 2 v3.01 Postnatal Consent,not_applicable,Jody,2026-09-15,2026-09-22,Ripple tag
SBH525-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
SBH525-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
SBW730-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
SFV056-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
SJB279-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
SJB279-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
SJH036-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
SJH036-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
SLF955-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
SMB785-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
SMQ889-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
SMQ889-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
SMZ551-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
SND172-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
SND172-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
SND172-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
SQP406-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
SQP406-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
SQP406-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
SWX219-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
SYW884-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
SYW884-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
TDX359-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
TDX359-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
TGT068-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
TGT068-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
TGT068-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
THQ829-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
TJJ345-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
TJN635-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
TJN635-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
TJN635-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
TKN820-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
TKX611-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
TKX611-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
TKX611-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
TPW315-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
TPW315-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
TTY851-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
TVZ168-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
TVZ168-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
TVZ168-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
TZB922-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
TZB922-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
TZC873-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
TZC873-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
TZC873-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
VCJ373-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
VDW899-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
VDW899-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
VDW899-01-B,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
VDW899-01-B,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
VFC610-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
VGK107-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
VGK107-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
VGK107-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
VHD766-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
VJH812-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
VJH812-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
VJH812-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
VKD996-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Age-window fallback
VKD996-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Age-window fallback
VLJ473-01-A,Caregiver Survey,not_applicable,Cassie,2026-09-15,2026-09-22,Ripple tag
VLJ473-01-A,ECHO 2 Re-Consent,not_applicable,Cassie,2026-09-15,2026-09-22,Ripple tag
VLJ473-01-A,IPA Scheduled,not_applicable,Cassie,2026-09-15,2026-09-22,Ripple tag
VLQ825-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
VLQ825-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
VQH840-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
VRZ404-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
VRZ404-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
VRZ404-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
VWT853-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
VWT853-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
VWT853-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
VXZ462-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
VZB299-01-A,Caregiver Survey,not_applicable,Cassie,2026-09-15,2026-09-22,Ripple tag
VZB299-01-A,ECHO 2 Re-Consent,not_applicable,Cassie,2026-09-15,2026-09-22,Ripple tag
VZB299-01-A,IPA Scheduled,not_applicable,Cassie,2026-09-15,2026-09-22,Ripple tag
VZC888-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
VZC888-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
VZC888-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
VZY119-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
VZY119-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
WCN217-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
WCV960-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
WGL767-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
WRD249-01-A,Caregiver Survey,6_11_month,Jody,2026-09-15,2026-09-22,Ripple tag
WSG161-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
WSG161-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
WSS824-01-A,Caregiver Survey,not_applicable,Cassie,2026-09-15,2026-09-22,Ripple tag
WSS824-01-A,ECHO 2 Re-Consent,not_applicable,Cassie,2026-09-15,2026-09-22,Ripple tag
WSS824-01-A,IPA Scheduled,not_applicable,Cassie,2026-09-15,2026-09-22,Ripple tag
WWS790-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
WWS790-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
WWS790-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
WWW781-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
XFC529-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
XFC529-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
XFC529-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
XFH617-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
XFH617-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
XGN391-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
XGT144-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
XGT144-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
XKQ019-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
XKQ019-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
XMZ967-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
XMZ967-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
XMZ967-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
XPJ670-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
XPJ670-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
XPJ670-01-A,ECHO 2 Re-Consent,not_applicable,Jody,2026-09-15,2026-09-22,Ripple tag
XPJ670-01-A,ECHO 2 v3.01 Postnatal Consent,not_applicable,Jody,2026-09-15,2026-09-22,Ripple tag
XPK044-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
XRB073-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
XRJ821-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
XRJ821-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
XRJ821-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
XSP178-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
XSP178-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
XTM558-01-A,Caregiver Survey,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
XTM558-01-A,ECHO 2 Re-Consent,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
XTM558-01-A,IPA Scheduled,not_applicable,Unassigned,2026-09-15,2026-09-22,Unassigned
XXW266-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
XYN414-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
XYN414-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YBC948-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Ripple tag
YGQ976-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YGQ976-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YHK945-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YHK945-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YJQ442-01-A,Caregiver Survey,6_11_month,Anna,2026-09-15,2026-09-22,Age-window fallback
YMF346-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YMF346-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YMF346-01-A,ECHO 2 v3.01 Postnatal Consent,not_applicable,Jody,2026-09-15,2026-09-22,Ripple tag
YMP799-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YMP799-01-A,IPA Scheduled,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
YND734-01-A,Caregiver Survey,12_23_month,Jody,2026-09-15,2026-09-22,Ripple tag
